Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation of Transcription Elongation by RNA Polymerase II (GO:0034243)	7/79	1.309519900485507E-4	0.01855946840779005	0	0	6.894705174488568	61.64335121235353	MED23;MED24;INTS1;INTS2;INTS5;INTS4;INTS8
Regulation of DNA-templated Transcription Elongation (GO:0032784)	5/38	1.905961095962096E-4	0.02192583471875882	0	0	10.689149560117302	91.55634970944794	INTS1;INTS2;INTS5;INTS4;INTS8
Regulation of Vacuole Organization (GO:0044088)	4/21	1.968965273012338E-4	0.02192583471875882	0	0	16.553781512605042	141.2506400771328	SCARB2;ATM;RAB5A;MTOR
snRNA 3'-End Processing (GO:0034472)	4/21	1.968965273012338E-4	0.02192583471875882	0	0	16.553781512605042	141.2506400771328	INTS1;INTS2;INTS5;INTS8
Proteasomal Protein Catabolic Process (GO:0010498)	15/372	2.9965666182769175E-4	0.03114431571929143	0	0	3.02380431726594	24.531741005406545	KCMF1;FBXO2;UBE4A;KLHL22;AUP1;FBXO11;ECPAS;PSMB6;OS9;FBXO6;MAN1A1;STUB1;STT3B;MAN1B1;KBTBD7
DNA Metabolic Process (GO:0006259)	13/302	4.0672423481221055E-4	0.036599227709089355	0	0	3.2246453606404577	25.176016081734893	SET;PARP2;FMR1;FANCA;NAP1L1;PDS5B;PDS5A;FANCG;WRN;MCM4;FBXO6;ATM;ZPR1
Protein Localization to Kinetochore (GO:0034501)	3/11	4.2961207487390694E-4	0.036599227709089355	0	0	26.300711743772244	203.89963186282893	ZWILCH;ZW10;KNTC1
Phospholipid Metabolic Process (GO:0006644)	6/69	4.40463846588031E-4	0.036599227709089355	0	0	6.7327852004111	52.02882427918986	SMPD2;GPX4;LPCAT4;PGP;AGPAT2;AGPAT4
Protein Localization to Nucleus (GO:0034504)	8/127	4.6720452810196394E-4	0.036599227709089355	0	0	4.773352819388625	36.60561809422979	IPO13;IPO11;WRN;RPL11;HEATR3;TOR1B;TNPO2;TNPO3
Regulation of mRNA Catabolic Process (GO:0061013)	5/47	5.24907075924819E-4	0.036599227709089355	0	0	8.394777265745008	63.399786597848696	MOV10;FMR1;CASC3;ZC3H14;PUM2
Spindle Assembly Checkpoint Signaling (GO:0071173)	4/27	5.399501201469244E-4	0.036599227709089355	0	0	12.23167701863354	92.03155123045458	ZWILCH;ZW10;KLHL22;KNTC1
Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)	4/27	5.399501201469244E-4	0.036599227709089355	0	0	12.23167701863354	92.03155123045458	ZWILCH;ZW10;KLHL22;KNTC1
Mitotic Spindle Checkpoint Signaling (GO:0071174)	4/27	5.399501201469244E-4	0.036599227709089355	0	0	12.23167701863354	92.03155123045458	ZWILCH;ZW10;KLHL22;KNTC1
Negative Regulation of Mitotic Metaphase/Anaphase Transition (GO:0045841)	4/29	7.146230289099545E-4	0.04546914514690094	0	0	11.252	81.50673561002156	ZWILCH;ZW10;KLHL22;KNTC1
Regulation of Attachment of Spindle Microtubules to Kinetochore (GO:0051988)	3/13	7.29139595043312E-4	0.04546914514690094	0	0	21.03843416370107	151.97418724176572	ZWILCH;ZW10;KNTC1
RNA Processing (GO:0006396)	12/291	9.790451194930665E-4	0.05870505158806502	0	0	3.073529411764706	21.296278842592404	INTS1;HNRNPDL;PABPN1;HNRNPH1;FASTKD3;INTS2;RPL11;INTS5;INTS4;DHX16;RNPC3;INTS8
Regulation of Organelle Assembly (GO:1902115)	6/86	0.0014136956684130376	0.08162783507614539	0	0	5.297482014388489	34.759682315788986	DYNC2LI1;CYLD;ATM;EVI5;RAB5A;MTOR
mRNA Export From Nucleus (GO:0006406)	5/61	0.0017326488728285085	0.09314481354274637	0	0	6.291602662570405	40.00266343311917	FYTTD1;SMG1;PABPN1;FMR1;CASC3
post-Golgi Vesicle-Mediated Transport (GO:0006892)	5/61	0.0017326488728285085	0.09314481354274637	0	0	6.291602662570405	40.00266343311917	MON2;EXOC8;DOP1B;SEC16A;EXOC6
Regulation of Extracellular Exosome Assembly (GO:1903551)	2/5	0.0019532873710727335	0.0932506135670134	0	0	46.60283687943262	290.7197507829574	SDC4;SDC1
Attachment of GPI Anchor to Protein (GO:0016255)	2/5	0.0019532873710727335	0.0932506135670134	0	0	46.60283687943262	290.7197507829574	PIGT;PIGK
Negative Regulation of Amyloid Precursor Protein Biosynthetic Process (GO:0042985)	2/5	0.0019532873710727335	0.0932506135670134	0	0	46.60283687943262	290.7197507829574	ITM2B;ITM2C
Retrograde Protein Transport, ER to Cytosol (GO:0030970)	3/18	0.001973874437274819	0.0932506135670134	0	0	14.022064056939502	87.32600685960846	OS9;HM13;AUP1
Intracellular Protein Transport (GO:0006886)	12/326	0.002537989279494228	0.11637427313916181	0	0	2.726020981641064	16.291745816782182	IPO13;IPO11;RAB5B;XPO4;XPO6;SEC16A;HEATR3;XPO7;RAB6A;RAB5A;TNPO2;TNPO3
Positive Regulation of Hydrolase Activity (GO:0051345)	6/98	0.0027489634788241384	0.1224466875281952	0	0	4.603690960275258	27.14580809666465	ITGB1;WRN;MMUT;ARHGEF7;AGRN;EVI5
Tubulin Complex Assembly (GO:0007021)	2/6	0.0029024884113339725	0.1225094642542285	0	0	34.95035460992908	204.1865016523572	TBCE;TCP1
DNA Damage Response (GO:0006974)	14/421	0.002924056401484163	0.1225094642542285	0	0	2.45996905996906	14.353386754012911	SMG1;PARP2;FMR1;FANCA;PPP4R3A;PPP4R3B;PDS5B;PDS5A;UACA;FANCG;MTOR;WRN;FBXO6;ATM
Regulation of Translational Initiation (GO:0006446)	5/69	0.0029861190773962046	0.1225094642542285	0	0	5.502912186379929	31.992724674498447	DNAJC3;FMR1;BZW2;BZW1;MTOR
DNA Replication (GO:0006260)	5/73	0.003812342018750139	0.14084638110063763	0	0	5.178157284419144	28.839806935912303	WRN;SET;MCM4;NAP1L1;ZPR1
TORC2 Signaling (GO:0038203)	2/7	0.004025466103801291	0.14084638110063763	0	0	27.95886524822695	154.19634516468122	SYAP1;MTOR
Regulation of miRNA-mediated Gene Silencing (GO:0060964)	2/7	0.004025466103801291	0.14084638110063763	0	0	27.95886524822695	154.19634516468122	FMR1;PUM2
Transcription Initiation at RNA Polymerase I Promoter (GO:0006361)	2/7	0.004025466103801291	0.14084638110063763	0	0	27.95886524822695	154.19634516468122	RRN3;TAF1B
Negative Regulation of Vasoconstriction (GO:0045906)	2/7	0.004025466103801291	0.14084638110063763	0	0	27.95886524822695	154.19634516468122	ITGB1;DOCK4
Peptidyl-Lysine Hydroxylation (GO:0017185)	2/7	0.004025466103801291	0.14084638110063763	0	0	27.95886524822695	154.19634516468122	P3H4;PLOD2
Carbohydrate Derivative Catabolic Process (GO:1901136)	3/23	0.0040654824564007016	0.14084638110063763	0	0	10.513879003558719	57.8812470120484	FBXO2;FBXO6;STT3B
Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032)	5/75	0.004281594637443518	0.1420214051015839	0	0	5.029697900665643	27.42910421498141	DYNC2LI1;CYLD;FMR1;EVI5;RAB5A
Import Into Nucleus (GO:0051170)	5/75	0.004281594637443518	0.1420214051015839	0	0	5.029697900665643	27.42910421498141	IPO13;IPO11;HEATR3;TNPO2;TNPO3
Positive Regulation of GTPase Activity (GO:0043547)	6/111	0.005078461882978077	0.1535074794116835	0	0	4.03103802672148	21.294953406369867	ITGB1;MMUT;ARHGEF7;AGRN;EVI5;SLC27A4
RNA 3'-End Processing (GO:0031123)	4/49	0.005107007437909461	0.1535074794116835	0	0	6.244761904761905	32.954493297466136	CSTF2;INTS2;INTS5;INTS8
Stress Granule Assembly (GO:0034063)	3/25	0.00517070344418615	0.1535074794116835	0	0	9.557101261727595	50.315715771555645	ATXN2L;FMR1;G3BP1
Protein Export From Nucleus (GO:0006611)	3/25	0.00517070344418615	0.1535074794116835	0	0	9.557101261727595	50.315715771555645	XPO4;XPO6;XPO7
Endoplasmic Reticulum to Golgi Vesicle-Mediated Transport (GO:0006888)	6/112	0.005303599433714203	0.1535074794116835	0	0	3.9928057553956835	20.919784895871583	ATL3;ZW10;SEC16A;HYOU1;COPG2;ERGIC1
Negative Regulation of Glycoprotein Biosynthetic Process (GO:0010561)	2/8	0.005317128857107703	0.1535074794116835	0	0	23.29787234042553	122.00680599489253	ITM2B;ITM2C
Phosphatidylglycerol Acyl-Chain Remodeling (GO:0036148)	2/8	0.005317128857107703	0.1535074794116835	0	0	23.29787234042553	122.00680599489253	LPGAT1;LPCAT4
Protein Import Into Nucleus (GO:0006606)	5/80	0.005632697239989654	0.159661363584434	0	0	4.693189964157706	24.306813967947104	IPO13;IPO11;HEATR3;TNPO2;TNPO3
Protein Exit From Endoplasmic Reticulum (GO:0032527)	3/26	0.005784477811209322	0.16103573049420236	0	0	9.141110939192325	47.10027970198352	OS9;SEC16A;AUP1
Regulation of Lysosome Organization (GO:1905671)	2/9	0.00677249372618951	0.18523364419525343	0	0	19.968591691995947	99.74083729230145	SCARB2;MTOR
Vascular Transport (GO:0010232)	5/84	0.006911003158398293	0.18576299868867138	0	0	4.454652692709042	22.16029559551568	SLC5A6;SLC12A2;SLC16A1;SLC1A5;SLC27A4
Regulation of Signal Transduction by P53 Class Mediator (GO:1901796)	4/54	0.007214166896989218	0.18863321248513454	0	0	5.618857142857143	27.710565877925962	RPL11;URB2;ATM;MTOR
Long-Chain Fatty Acid Metabolic Process (GO:0001676)	5/85	0.007259777260492669	0.18863321248513454	0	0	4.398745519713262	21.665608151456073	ABCD3;GPX4;ACAD9;EPHX1;SLC27A4
Transport Across Blood-Brain Barrier (GO:0150104)	5/86	0.007620647383903411	0.19476375854926914	0	0	4.344218770742068	21.186294259513712	SLC5A6;SLC12A2;SLC16A1;SLC1A5;SLC27A4
Regulation of Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:2000622)	2/10	0.008386684378905333	0.20429438979239709	0	0	17.47163120567376	83.53379109077335	NBAS;CASC3
Protein Localization to Condensed Chromosome (GO:1903083)	2/10	0.008386684378905333	0.20429438979239709	0	0	17.47163120567376	83.53379109077335	ZWILCH;ZW10
Regulation of Amyloid Precursor Protein Biosynthetic Process (GO:0042984)	2/10	0.008386684378905333	0.20429438979239709	0	0	17.47163120567376	83.53379109077335	ITM2B;ITM2C
Gene Expression (GO:0010467)	12/381	0.008592301522193596	0.2060830472784587	0	0	2.3131276901004303	11.0032908514916	FYTTD1;MRPL42;SMG1;HNRNPDL;TAF1B;PABPN1;HNRNPH1;FMR1;RPL11;CASC3;MRPL12;MRPL35
Establishment of Protein Localization to Organelle (GO:0072594)	5/90	0.009189154016013116	0.21449237634054122	0	0	4.138941598144634	19.410524382590815	IPO13;IPO11;HEATR3;TNPO2;TNPO3
Establishment of Mitotic Spindle Orientation (GO:0000132)	3/31	0.009493248215200348	0.21449237634054122	0	0	7.506863243518048	34.96077167665347	ITGB1;ZW10;CDK5RAP2
Negative Regulation of Insulin Receptor Signaling Pathway (GO:0046627)	3/31	0.009493248215200348	0.21449237634054122	0	0	7.506863243518048	34.96077167665347	PTPN1;CUL7;SLC27A4
Phosphatidic Acid Biosynthetic Process (GO:0006654)	3/31	0.009493248215200348	0.21449237634054122	0	0	7.506863243518048	34.96077167665347	LPCAT4;AGPAT2;AGPAT4
mRNA Transport (GO:0051028)	4/59	0.009826889017182882	0.21549661319938876	0	0	5.106753246753247	23.606645434414453	FYTTD1;SMG1;FMR1;CASC3
Cellular Response to L-leucine (GO:0071233)	2/11	0.010154929101518861	0.21549661319938876	0	0	15.529550827423169	71.27747128835026	KLHL22;MTOR
Response to L-leucine (GO:0043201)	2/11	0.010154929101518861	0.21549661319938876	0	0	15.529550827423169	71.27747128835026	KLHL22;MTOR
Phosphatidylethanolamine Acyl-Chain Remodeling (GO:0036152)	2/11	0.010154929101518861	0.21549661319938876	0	0	15.529550827423169	71.27747128835026	LPGAT1;LPCAT4
Lipid Droplet Organization (GO:0034389)	3/32	0.010367059647180345	0.21549661319938876	0	0	7.247637746962818	33.11533992599538	SQLE;ZFYVE1;PNPLA2
Negative Regulation of Cellular Response to Insulin Stimulus (GO:1900077)	3/32	0.010367059647180345	0.21549661319938876	0	0	7.247637746962818	33.11533992599538	PTPN1;CUL7;SLC27A4
DNA Repair (GO:0006281)	10/302	0.011438585084644895	0.2346415019337025	0	0	2.4277572242775722	10.853927127806163	WRN;PARP2;FMR1;FIRRM;FANCA;FBXO6;ATM;PDS5B;PDS5A;FANCG
Sphingomyelin Metabolic Process (GO:0006684)	2/12	0.012072558826376223	0.23824201532051306	0	0	13.975886524822695	61.72897885869792	SMPD2;SMPD4
Vascular Endothelial Cell Response to Fluid Shear Stress (GO:0097699)	2/12	0.012072558826376223	0.23824201532051306	0	0	13.975886524822695	61.72897885869792	PTPN1;MTOR
Protein Hydroxylation (GO:0018126)	2/12	0.012072558826376223	0.23824201532051306	0	0	13.975886524822695	61.72897885869792	P3H4;PLOD2
Cytosolic Transport (GO:0016482)	5/99	0.013502700745193903	0.2480071576092807	0	0	3.7409441012735454	16.10426141727228	SPAG9;MON2;DOP1B;RAB6A;EVI5
Negative Regulation of Autophagy (GO:0010507)	4/65	0.013687874944908331	0.2480071576092807	0	0	4.6030444964871196	19.75279112126645	WDR6;KLHL22;TAB3;MTOR
Regulation of Long-Term Neuronal Synaptic Plasticity (GO:0048169)	2/13	0.01413500520434363	0.2480071576092807	0	0	12.704706640876854	54.11062773801932	FMR1;RAB5A
Intraciliary Retrograde Transport (GO:0035721)	2/13	0.01413500520434363	0.2480071576092807	0	0	12.704706640876854	54.11062773801932	DYNC2H1;DYNC2LI1
Lipid Droplet Formation (GO:0140042)	2/13	0.01413500520434363	0.2480071576092807	0	0	12.704706640876854	54.11062773801932	SQLE;ZFYVE1
Membrane Protein Intracellular Domain Proteolysis (GO:0031293)	2/13	0.01413500520434363	0.2480071576092807	0	0	12.704706640876854	54.11062773801932	NCSTN;HM13
Protein Alpha-1,2-Demannosylation (GO:0036508)	2/13	0.01413500520434363	0.2480071576092807	0	0	12.704706640876854	54.11062773801932	MAN1A1;MAN1B1
'De Novo' Post-Translational Protein Folding (GO:0051084)	3/36	0.014317282992197089	0.2480071576092807	0	0	6.367842122290521	27.0396907659907	TCP1;SDF2;HSPA13
Sister Chromatid Segregation (GO:0000819)	3/36	0.014317282992197089	0.2480071576092807	0	0	6.367842122290521	27.0396907659907	ZW10;KLHL22;KNTC1
Establishment of Mitotic Spindle Localization (GO:0040001)	3/36	0.014317282992197089	0.2480071576092807	0	0	6.367842122290521	27.0396907659907	ITGB1;ZW10;CDK5RAP2
Phosphatidic Acid Metabolic Process (GO:0046473)	3/36	0.014317282992197089	0.2480071576092807	0	0	6.367842122290521	27.0396907659907	LPCAT4;AGPAT2;AGPAT4
Membraneless Organelle Assembly (GO:0140694)	6/139	0.014540334138150238	0.24910308704809034	0	0	3.1778547087142317	13.444959308137186	ATXN2L;SQLE;FMR1;G3BP1;AUP1;ZFYVE1
RNA Export From Nucleus (GO:0006405)	4/67	0.015160779473764237	0.2569092956478092	0	0	4.456462585034013	18.668315551808472	FYTTD1;SMG1;FMR1;CASC3
Extracellular Matrix Organization (GO:0030198)	7/182	0.01545296621662515	0.25904488528729686	0	0	2.8218050541516244	11.766798136067774	ITGB1;COL18A1;EXOC8;ADAMTS1;PLOD2;P3H4;ATP7A
Positive Regulation of Exosomal Secretion (GO:1903543)	2/14	0.016337798704931464	0.268111875589349	0	0	11.645390070921986	47.91232461982634	SDC4;SDC1
Positive Regulation of Protein-Containing Complex Disassembly (GO:0043243)	2/14	0.016337798704931464	0.268111875589349	0	0	11.645390070921986	47.91232461982634	TOM1;IGF1R
Positive Regulation of Exocytosis (GO:0045921)	3/38	0.016569650378216123	0.2690842181212389	0	0	6.003355363497712	24.614852887562517	SDC4;SDC1;RAB5A
Regulation of Autophagy (GO:0010506)	8/230	0.017317253478116457	0.27832575435446966	0	0	2.54524089306698	10.323629322130593	ATP6V1A;HAX1;EXOC8;KLHL22;TAB3;WDR6;ATM;MTOR
Interstrand Cross-Link Repair (GO:0036297)	3/39	0.01776592010580141	0.28262315760147344	0	0	5.8362989323843415	23.523046770758764	FIRRM;FANCA;FANCG
Regulation of Cell Cycle Process (GO:0010564)	6/146	0.01810195722842771	0.2849537588156779	0	0	3.0178828365878725	12.106946842404442	CUL9;CUL7;ZWILCH;ZW10;KNTC1;PUM2
Regulation of Exit From Mitosis (GO:0007096)	2/15	0.01867656673962486	0.2849537588156779	0	0	10.749045280960175	42.78642056145245	ZW10;KNTC1
Golgi to Endosome Transport (GO:0006895)	2/15	0.01867656673962486	0.2849537588156779	0	0	10.749045280960175	42.78642056145245	MON2;DOP1B
Regulation of Cytokine-Mediated Signaling Pathway (GO:0001959)	3/40	0.01900910257654298	0.2849537588156779	0	0	5.678272578628451	22.502070553381365	PTPN1;CYLD;AGPAT2
Regulation of Filopodium Assembly (GO:0051489)	3/40	0.01900910257654298	0.2849537588156779	0	0	5.678272578628451	22.502070553381365	FMR1;AGRN;RAB5A
Establishment of Spindle Orientation (GO:0051294)	3/40	0.01900910257654298	0.2849537588156779	0	0	5.678272578628451	22.502070553381365	ITGB1;ZW10;CDK5RAP2
Monocarboxylic Acid Transport (GO:0015718)	4/72	0.01926810450194252	0.2860854754145561	0	0	4.127731092436975	16.30166560208109	SLC5A6;ABCD3;SLC16A1;SLC27A4
Glycerophospholipid Biosynthetic Process (GO:0046474)	5/110	0.020404896969408132	0.30010598467271016	0	0	3.3471582181259603	13.027074044813316	VAC14;LPCAT4;AGPAT2;PI4K2A;AGPAT4
Endoplasmic Reticulum to Cytosol Transport (GO:1903513)	2/16	0.021147031837460067	0.305261320690743	0	0	9.980749746707193	38.48832332051592	OS9;AUP1
Positive Regulation of Transcription by RNA Polymerase III (GO:0045945)	2/16	0.021147031837460067	0.305261320690743	0	0	9.980749746707193	38.48832332051592	MYO1E;MTOR
Ceramide Biosynthetic Process (GO:0046513)	3/42	0.021636551506370873	0.3094622366828641	0	0	5.386531617848344	20.648575145243036	SMPD2;SMPD4;SPTLC2
3'-UTR-mediated mRNA Destabilization (GO:0061158)	2/17	0.023745009844700397	0.33349973286385515	0	0	9.314893617021276	34.84126863629852	MOV10;PUM2
Transcription by RNA Polymerase I (GO:0006360)	2/17	0.023745009844700397	0.33349973286385515	0	0	9.314893617021276	34.84126863629852	RRN3;TAF1B
Response to Unfolded Protein (GO:0006986)	3/44	0.024452342526469648	0.3373557699005857	0	0	5.123253189827272	19.01254248767441	PTPN1;STT3B;TOR1B
Regulation of Autophagosome Assembly (GO:2000785)	3/44	0.024452342526469648	0.3373557699005857	0	0	5.123253189827272	19.01254248767441	ATM;RAB5A;MTOR
Collagen Fibril Organization (GO:0030199)	3/45	0.025930829496161958	0.3526592331879275	0	0	5.0010167768174885	18.265327047632493	PLOD2;P3H4;ATP7A
Regulation of Exosomal Secretion (GO:1903541)	2/18	0.026466408135335164	0.3526592331879275	0	0	8.7322695035461	31.714545949616372	SDC4;SDC1
Nucleotide Biosynthetic Process (GO:0009165)	2/18	0.026466408135335164	0.3526592331879275	0	0	8.7322695035461	31.714545949616372	SLC4A7;PFAS
Protein Localization to Chromosome, Centromeric Region (GO:0071459)	2/18	0.026466408135335164	0.3526592331879275	0	0	8.7322695035461	31.714545949616372	ZWILCH;ZW10
Regulation of mRNA Stability (GO:0043488)	4/80	0.02715204519006813	0.35872913941793405	0	0	3.691729323308271	13.313494187384334	FASTKD3;FMR1;ZC3H14;PUM2
Negative Regulation of Catabolic Process (GO:0009895)	5/120	0.028391176387776926	0.36416102868615147	0	0	3.054542621162537	10.879293810350472	RPL11;KLHL22;TAB3;WDR6;MTOR
Mitotic Nuclear Division (GO:0140014)	3/47	0.02902864257693644	0.36416102868615147	0	0	4.773212552571983	16.894653427399053	ZW10;KLHL22;KNTC1
Regulation of Nuclear Division (GO:0051783)	2/19	0.029307223884429856	0.36416102868615147	0	0	8.218189403420944	29.00956136556183	CUL9;CUL7
Cell Projection Organization (GO:0030030)	2/19	0.029307223884429856	0.36416102868615147	0	0	8.218189403420944	29.00956136556183	CYFIP2;ITGB1
Mitotic Sister Chromatid Cohesion (GO:0007064)	2/19	0.029307223884429856	0.36416102868615147	0	0	8.218189403420944	29.00956136556183	PDS5B;PDS5A
Negative Regulation of Reactive Oxygen Species Metabolic Process (GO:2000378)	2/19	0.029307223884429856	0.36416102868615147	0	0	8.218189403420944	29.00956136556183	SIRT5;ABCD1
Regulation of Rac Protein Signal Transduction (GO:0035020)	2/19	0.029307223884429856	0.36416102868615147	0	0	8.218189403420944	29.00956136556183	ARHGAP17;KBTBD7
Modification-Dependent Protein Catabolic Process (GO:0019941)	7/208	0.029431872748207237	0.36416102868615147	0	0	2.453526590872353	8.650342478325609	KCMF1;CUL7;OS9;KLHL22;STUB1;PSMF1;FBXO11
Cytoskeleton-Dependent Cytokinesis (GO:0061640)	4/84	0.031718897617025045	0.3787719113424601	0	0	3.5064285714285712	12.100133215710377	CUL7;EXOC8;EXOC6;SEPTIN11
Macromolecule Modification (GO:0043412)	4/84	0.031718897617025045	0.3787719113424601	0	0	3.5064285714285712	12.100133215710377	RPN2;FBXO2;PLOD2;FBXO11
Protein Stabilization (GO:0050821)	7/212	0.032155977320424446	0.3787719113424601	0	0	2.4051598133309855	8.266911710082697	URI1;SEC16A;TCP1;RPL11;STUB1;ASDURF;MTOR
Regulation of Fibroblast Migration (GO:0010762)	2/20	0.03226354236393024	0.3787719113424601	0	0	7.761229314420804	26.650644308865967	ITGB1;ARHGEF7
Purine Nucleotide Biosynthetic Process (GO:0006164)	2/20	0.03226354236393024	0.3787719113424601	0	0	7.761229314420804	26.650644308865967	SLC4A7;PFAS
Regulation of Insulin Receptor Signaling Pathway (GO:0046626)	3/49	0.03231344721523232	0.3787719113424601	0	0	4.565217391304348	15.669066972111274	PTPN1;CUL7;SLC27A4
Carboxylic Acid Transport (GO:0046942)	3/49	0.03231344721523232	0.3787719113424601	0	0	4.565217391304348	15.669066972111274	SLC16A1;SLC3A2;SLC1A5
Peptidyl-Lysine Modification (GO:0018205)	4/85	0.032926757138292115	0.3830807043178911	0	0	3.462962962962963	11.820719024646566	KIAA1586;SIRT5;PLOD2;P3H4
Nuclear Export (GO:0051168)	3/50	0.034025572476008945	0.3929323517785033	0	0	4.467857954115242	15.104232295039369	XPO4;XPO6;XPO7
Regulation of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	2/21	0.035331535246347676	0.3962723989140721	0	0	7.35237028742068	24.578822147976627	ITGB1;GPC1
Regulation of Synaptic Vesicle Exocytosis (GO:2000300)	2/21	0.035331535246347676	0.3962723989140721	0	0	7.35237028742068	24.578822147976627	FMR1;RAB5A
Myoblast Differentiation (GO:0045445)	2/21	0.035331535246347676	0.3962723989140721	0	0	7.35237028742068	24.578822147976627	ITGB1;SDC1
Positive Regulation of Lipid Catabolic Process (GO:0050996)	2/21	0.035331535246347676	0.3962723989140721	0	0	7.35237028742068	24.578822147976627	ABCD1;PNPLA2
Endosome Organization (GO:0007032)	3/52	0.037588250084345166	0.40562924687876917	0	0	4.285060643474472	14.059557251756438	ATP6V1A;EXOC8;PI4K2A
Glycoprotein Metabolic Process (GO:0009100)	3/52	0.037588250084345166	0.40562924687876917	0	0	4.285060643474472	14.059557251756438	FBXO2;FBXO6;STT3B
Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:0008630)	3/52	0.037588250084345166	0.40562924687876917	0	0	4.285060643474472	14.059557251756438	URI1;ATM;UACA
Fatty Acid Metabolic Process (GO:0006631)	5/130	0.038122366277265035	0.40562924687876917	0	0	2.808745519713262	9.176042769266028	ABCD3;GPX4;ACAD9;ABCD1;SLC27A4
Acylglycerol Biosynthetic Process (GO:0046463)	2/22	0.03850745897245531	0.40562924687876917	0	0	6.984397163120567	22.74750628717849	LPGAT1;PNPLA2
Regulation of Neural Precursor Cell Proliferation (GO:2000177)	2/22	0.03850745897245531	0.40562924687876917	0	0	6.984397163120567	22.74750628717849	NAP1L1;SHCBP1
Membrane Protein Ectodomain Proteolysis (GO:0006509)	2/22	0.03850745897245531	0.40562924687876917	0	0	6.984397163120567	22.74750628717849	NCSTN;HM13
Peptidyl-Tyrosine Dephosphorylation (GO:0035335)	2/22	0.03850745897245531	0.40562924687876917	0	0	6.984397163120567	22.74750628717849	PTPN1;PTPRF
Regulation of Biosynthetic Process (GO:0009889)	2/22	0.03850745897245531	0.40562924687876917	0	0	6.984397163120567	22.74750628717849	STC2;SIRT5
Ceramide Metabolic Process (GO:0006672)	3/53	0.039438324034773244	0.4126466253034328	0	0	4.1991459074733095	13.575911129764382	SMPD2;SMPD4;SPTLC2
Modulation by Host of Viral Genome Replication (GO:0044827)	2/23	0.04178765310821943	0.4280124132596544	0	0	6.651469098277609	21.119441129557604	FMR1;ZFYVE1
Regulation of GTPase Activity (GO:0043087)	5/134	0.04252062888332341	0.4280124132596544	0	0	2.721096940901892	8.592587226692258	ITGB1;MMUT;ARHGEF7;AGRN;EVI5
