Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Ubiquitin mediated proteolysis	4/140	0.138763390118837	0.7389150523828071	0	0	2.05672268907563	4.061996512840921	CUL7;FBXO2;UBE4A;STUB1
Valine, leucine and isoleucine degradation	2/48	0.14849947355373286	0.7412085613010666	0	0	3.032685784767191	5.7838590720075285	ECHS1;MMUT
IL-17 signaling pathway	3/94	0.14947327769008673	0.7412085613010666	0	0	2.3024128896015017	4.376052616168736	JUN;TAB3;IL17RA
Pathogenic Escherichia coli infection	5/197	0.14963365322040312	0.7412085613010666	0	0	1.8223566308243728	3.4616853910876664	CYFIP2;ITGB1;MYO1E;JUN;TAB3
Arginine and proline metabolism	2/50	0.15841931421733033	0.7498514206286969	0	0	2.9060283687943262	5.354385963176766	P4HA2;CNDP2
Vibrio cholerae infection	2/50	0.15841931421733033	0.7498514206286969	0	0	2.9060283687943262	5.354385963176766	ATP6V1A;SLC12A2
Choline metabolism in cancer	3/98	0.16304854796939625	0.7549856677713347	0	0	2.205019666604233	3.9992602267538904	JUN;RAC3;MTOR
mTOR signaling pathway	4/154	0.17628218919985253	0.7854514239154802	0	0	1.8634285714285714	3.234295615483329	ATP6V1A;SLC3A2;MTOR;IGF1R
Protein digestion and absorption	3/103	0.18050848617174448	0.7854514239154802	0	0	2.09423487544484	3.585282960325014	COL18A1;SLC3A2;SLC1A5
NF-kappa B signaling pathway	3/104	0.18406003230925733	0.7854514239154802	0	0	2.073394172157429	3.5092057695885703	CYLD;TAB3;ATM
Human immunodeficiency virus 1 infection	5/212	0.1843782685247606	0.7854514239154802	0	0	1.6890031686665627	2.855708834974694	JUN;RAC3;ATM;MTOR;ATR
Glucagon signaling pathway	3/107	0.19482333652865458	0.8136739349137927	0	0	2.0132767588283604	3.2930404863418006	PRKAB2;PPP4R3A;PPP4R3B
Notch signaling pathway	2/59	0.20432969058902595	0.8316911810711395	0	0	2.4460619634191865	3.884396442705554	TLE3;NCSTN
Mineral absorption	2/60	0.20952574496989837	0.8316911810711395	0	0	2.4037662020053805	3.7568670124928736	ATP2B1;ATP7A
Wnt signaling pathway	4/166	0.21085128534197903	0.8316911810711395	0	0	1.7243386243386243	2.684109301029576	TLE3;JUN;VANGL2;RAC3
Nitrogen metabolism	1/17	0.21590711316743702	0.8361493655393469	0	0	4.3507067137809186	6.6692287565769535	CPS1
Sphingolipid signaling pathway	3/119	0.23923630531446313	0.8387787485212266	0	0	1.803902319302982	2.5801277835536434	SMPD2;SPTLC2;RAC3
AMPK signaling pathway	3/120	0.2430166571462639	0.8387787485212266	0	0	1.7883931015603614	2.5299061100430653	PRKAB2;MTOR;IGF1R
Adipocytokine signaling pathway	2/69	0.25672768896848347	0.8387787485212266	0	0	2.079919551180269	2.828148420787271	PRKAB2;MTOR
Cell cycle	3/124	0.25823032651898026	0.8387787485212266	0	0	1.728919737654775	2.3407902313807987	MCM4;ATM;ATR
Central carbon metabolism in cancer	2/70	0.2619975421833334	0.8387787485212266	0	0	2.0492282019190653	2.7447775583954503	SLC1A5;MTOR
Epithelial cell signaling in Helicobacter pylori infection	2/70	0.2619975421833334	0.8387787485212266	0	0	2.0492282019190653	2.7447775583954503	ATP6V1A;JUN
Arginine biosynthesis	1/22	0.2700688712946419	0.8387787485212266	0	0	3.313982836951035	4.3382629310744205	CPS1
Histidine metabolism	1/22	0.2700688712946419	0.8387787485212266	0	0	3.313982836951035	4.3382629310744205	CNDP2
p53 signaling pathway	2/73	0.2778071831707687	0.8387787485212266	0	0	1.9623414244331236	2.5134218255882965	ATM;ATR
Mannose type O-glycan biosynthesis	1/23	0.28044529180367195	0.8387787485212266	0	0	3.1631866366848698	4.021601506662054	B4GAT1
Mismatch repair	1/23	0.28044529180367195	0.8387787485212266	0	0	3.1631866366848698	4.021601506662054	RPA1
Protein export	1/23	0.28044529180367195	0.8387787485212266	0	0	3.1631866366848698	4.021601506662054	SRP19
FoxO signaling pathway	3/131	0.2851332837417011	0.8387787485212266	0	0	1.633785587188612	2.0500717789235554	PRKAB2;ATM;IGF1R
Glioma	2/75	0.2883365917289253	0.8387787485212266	0	0	1.9083843388710775	2.3733178321625767	MTOR;IGF1R
Vitamin digestion and absorption	1/24	0.2906747169381953	0.8387787485212266	0	0	3.025503149485328	3.7381617724875533	SLC5A6
Pancreatic cancer	2/76	0.29359521817363726	0.8387787485212266	0	0	1.8824995207973931	2.3071034420728114	RAC3;MTOR
Pertussis	2/76	0.29359521817363726	0.8387787485212266	0	0	1.8824995207973931	2.3071034420728114	ITGB1;JUN
Arrhythmogenic right ventricular cardiomyopathy	2/77	0.2988485378620854	0.8387787485212266	0	0	1.8573049645390072	2.243287103656892	ITGB1;DSC2
Leishmaniasis	2/77	0.2988485378620854	0.8387787485212266	0	0	1.8573049645390072	2.243287103656892	ITGB1;JUN
Focal adhesion	4/201	0.319719764520978	0.8387787485212266	0	0	1.4154459753444526	1.61404777020314	ITGB1;JUN;RAC3;IGF1R
B cell receptor signaling pathway	2/81	0.31979100426865376	0.8387787485212266	0	0	1.7629051081784721	2.009866268300517	JUN;RAC3
Collecting duct acid secretion	1/27	0.32050162576396674	0.8387787485212266	0	0	2.6759989127480295	3.0449333436587587	ATP6V1A
Fatty acid elongation	1/27	0.32050162576396674	0.8387787485212266	0	0	2.6759989127480295	3.0449333436587587	ECHS1
Peroxisome	2/82	0.3250047090303248	0.8387787485212266	0	0	1.7407801418439717	1.9564899705283807	ABCD3;ABCD1
Apoptosis	3/142	0.3277899098619279	0.8387787485212266	0	0	1.5036483268900893	1.6771428713797636	JUN;PARP2;ATM
Butanoate metabolism	1/28	0.3301635306782739	0.8387787485212266	0	0	2.5767569689831173	2.8554775547667104	ECHS1
ErbB signaling pathway	2/85	0.34058066216716587	0.8387787485212266	0	0	1.6776040331538922	1.8069528203266356	JUN;MTOR
Breast cancer	3/147	0.3472020615331674	0.8387787485212266	0	0	1.451067615658363	1.535009495467994	JUN;MTOR;IGF1R
Rap1 signaling pathway	4/210	0.3486611403128773	0.8387787485212266	0	0	1.352981969486824	1.4255759100870502	ITGB1;DOCK4;RAC3;IGF1R
Phospholipase D signaling pathway	3/148	0.3510795089969181	0.8387787485212266	0	0	1.4409866241256597	1.508342027588715	AGPAT2;MTOR;AGPAT4
Circadian rhythm	1/31	0.35833550518483237	0.8387787485212266	0	0	2.3187279151943465	2.3796769911372126	PRKAB2
RNA polymerase	1/31	0.35833550518483237	0.8387787485212266	0	0	2.3187279151943465	2.3796769911372126	POLR2D
PD-L1 expression and PD-1 checkpoint pathway in cancer	2/89	0.36116985268768204	0.8387787485212266	0	0	1.6001467351430667	1.629600516473818	JUN;MTOR
Hypertrophic cardiomyopathy	2/90	0.36628079552096704	0.8387787485212266	0	0	1.5818826563507415	1.5887718167784015	ITGB1;PRKAB2
Regulation of actin cytoskeleton	4/218	0.37442319773362037	0.8387787485212266	0	0	1.3018691588785047	1.2789153524481858	CYFIP2;ITGB1;RAC3;ARHGEF7
Base excision repair	1/33	0.3764576988238528	0.8387787485212266	0	0	2.1735865724381624	2.123484514632926	PARP2
Fructose and mannose metabolism	1/33	0.3764576988238528	0.8387787485212266	0	0	2.1735865724381624	2.123484514632926	GMPPB
SNARE interactions in vesicular transport	1/33	0.3764576988238528	0.8387787485212266	0	0	2.1735865724381624	2.123484514632926	BNIP1
Human T-cell leukemia virus 1 infection	4/219	0.37763991345645553	0.8387787485212266	0	0	1.2957475083056478	1.2618172549002822	VAC14;JUN;ATM;ATR
Rheumatoid arthritis	2/93	0.38151665269454743	0.8387787485212266	0	0	1.5294988699244019	1.4738263019801991	ATP6V1A;JUN
Salivary secretion	2/93	0.38151665269454743	0.8387787485212266	0	0	1.5294988699244019	1.4738263019801991	SLC12A2;ATP2B1
Cellular senescence	3/156	0.3819790544908872	0.8387787485212266	0	0	1.3650826878794222	1.313741249616624	ATM;MTOR;ATR
Ribosome	3/158	0.3896582642072998	0.8469103089403558	0	0	1.3473309608540924	1.2698394491591616	RPL11;MRPL12;MRPL35
Nicotinate and nicotinamide metabolism	1/35	0.39406982713559713	0.8478472038371938	0	0	2.0455206817709417	1.9048444134772005	SIRT5
Prostate cancer	2/97	0.4015843882850442	0.8553747470471441	0	0	1.4648002986188877	1.3363923671725342	MTOR;IGF1R
Alanine, aspartate and glutamate metabolism	1/37	0.41118619704044956	0.8646349278412241	0	0	1.9316843345111896	1.7167055099854847	CPS1
Ras signaling pathway	4/232	0.4192495184551376	0.8646349278412241	0	0	1.2210526315789474	1.0614476538573245	RAB5B;RAC3;RAB5A;IGF1R
Thermogenesis	4/232	0.4192495184551376	0.8646349278412241	0	0	1.2210526315789474	1.0614476538573245	PRKAB2;ATP5F1C;MTOR;PNPLA2
Amoebiasis	2/102	0.426228485555533	0.8646349278412241	0	0	1.3912056737588652	1.186391992482329	RAB5B;RAB5A
Pancreatic secretion	2/102	0.426228485555533	0.8646349278412241	0	0	1.3912056737588652	1.186391992482329	SLC12A2;ATP2B1
C-type lectin receptor signaling pathway	2/104	0.4359380325849297	0.8759886881187738	0	0	1.3637880684188568	1.1322920984525462	CYLD;JUN
Th17 cell differentiation	2/107	0.4503343227551243	0.8823495687254366	0	0	1.3246200607902736	1.0567355659853814	JUN;MTOR
Tryptophan metabolism	1/42	0.4518984893846119	0.8823495687254366	0	0	1.6956821511678015	1.3468764417255463	ECHS1
Fatty acid degradation	1/43	0.45969789326266325	0.8823495687254366	0	0	1.6552246340232206	1.2864170135635367	ECHS1
Porphyrin and chlorophyll metabolism	1/43	0.45969789326266325	0.8823495687254366	0	0	1.6552246340232206	1.2864170135635367	EARS2
HIF-1 signaling pathway	2/109	0.45981597243438244	0.8823495687254366	0	0	1.2997282428580899	1.0097964723251052	MTOR;IGF1R
Tuberculosis	3/180	0.4721013665950312	0.8932026828821051	0	0	1.178539115748839	0.8845661533705842	RAB5B;CEBPG;RAB5A
TNF signaling pathway	2/112	0.47385870030834687	0.8932026828821051	0	0	1.264087685364281	0.9440789608343292	JUN;TAB3
Endocytosis	4/252	0.4818349806296059	0.8935604451087861	0	0	1.1214285714285714	0.8188150944306715	RAB5B;GBF1;RAB5A;IGF1R
Type II diabetes mellitus	1/46	0.4824387379695324	0.8935604451087861	0	0	1.544640753828033	1.1258907063295815	MTOR
Nucleotide excision repair	1/47	0.4898050337917569	0.8974401616858931	0	0	1.5109847902903673	1.0784621564489247	RPA1
Amino sugar and nucleotide sugar metabolism	1/48	0.4970668508819682	0.8974401616858931	0	0	1.4787609954138787	1.0336994123000243	GMPPB
Cocaine addiction	1/49	0.5042256660474921	0.8974401616858931	0	0	1.447879858657244	0.9914087462215205	JUN
Ether lipid metabolism	1/49	0.5042256660474921	0.8974401616858931	0	0	1.447879858657244	0.9914087462215205	LPCAT4
Human papillomavirus infection	5/331	0.5074194757074839	0.8974401616858931	0	0	1.0659234338236911	0.7231408438453457	ATP6V1A;ITGB1;ATM;MTOR;ATR
Malaria	1/50	0.5112829350478788	0.8974401616858931	0	0	1.4182591764621042	0.9514138569552275	SDC1
Thyroid hormone signaling pathway	2/121	0.5146312999945203	0.8974401616858931	0	0	1.1679480302759402	0.7758731989144533	MED24;MTOR
Ovarian steroidogenesis	1/51	0.5182400933679101	0.8974401616858931	0	0	1.3898233215547704	0.9135540006374121	IGF1R
Endocrine and other factor-regulated calcium reabsorption	1/53	0.5318597186153663	0.9033648931001197	0	0	1.336232671921718	0.843664586350382	ATP2B1
Glycosaminoglycan biosynthesis	1/53	0.5318597186153663	0.9033648931001197	0	0	1.336232671921718	0.843664586350382	B3GALT6
Osteoclast differentiation	2/127	0.5406326187572463	0.9033648931001197	0	0	1.1115460992907802	0.6836178676078397	CYLD;JUN
Lysosome	2/128	0.5448717422556564	0.9033648931001197	0	0	1.1026680175616346	0.6695453652540199	SCARB2;AP3M2
Regulation of lipolysis in adipocytes	1/55	0.5450956255285616	0.9033648931001197	0	0	1.2866117000392618	0.7807083114098828	PNPLA2
Glutathione metabolism	1/57	0.5579585878678779	0.9033648931001197	0	0	1.240535083291267	0.7238156682944039	GPX4
Oxidative phosphorylation	2/133	0.5656570390215	0.9033648931001197	0	0	1.0603107574034973	0.6041304213254589	ATP6V1A;ATP5F1C
VEGF signaling pathway	1/59	0.5704590778523333	0.9033648931001197	0	0	1.1976361642500304	0.6722497573594967	RAC3
Long-term depression	1/60	0.5765765879754354	0.9033648931001197	0	0	1.1772773552135114	0.6482643594046024	IGF1R
Viral myocarditis	1/60	0.5765765879754354	0.9033648931001197	0	0	1.1772773552135114	0.6482643594046024	RAC3
Apelin signaling pathway	2/137	0.5817891400881431	0.9033648931001197	0	0	1.0286840031520883	0.5571838091198649	PRKAB2;MTOR
Amyotrophic lateral sclerosis	5/364	0.5918330042723121	0.9033648931001197	0	0	0.9662942662313675	0.5068510767402249	PSMB6;ATXN2L;ATP5F1C;RAB5A;MTOR
cAMP signaling pathway	3/216	0.5946271474850355	0.9033648931001197	0	0	0.9775449852137738	0.5081481309507163	JUN;RAC3;ATP2B1
MAPK signaling pathway	4/294	0.6030945456559439	0.9033648931001197	0	0	0.9569458128078818	0.483909604959334	JUN;RAC3;IGF1R;STK3
Alzheimer disease	5/369	0.6039207539257022	0.9033648931001197	0	0	0.9527748237425657	0.48049605489745134	PSMB6;RTN3;NCSTN;ATP5F1C;MTOR
Inflammatory bowel disease	1/65	0.6058860895592887	0.9033648931001197	0	0	1.0850265017667844	0.5436669396045978	JUN
Aminoacyl-tRNA biosynthesis	1/66	0.6115007364657102	0.9033648931001197	0	0	1.0682794237564555	0.5254216111564305	EARS2
Acute myeloid leukemia	1/67	0.617035673057713	0.9033648931001197	0	0	1.052039832958561	0.5079547511535647	MTOR
Fc epsilon RI signaling pathway	1/68	0.6224920269318187	0.9033648931001197	0	0	1.036285006065081	0.4912244392319402	RAC3
Mitophagy	1/68	0.6224920269318187	0.9033648931001197	0	0	1.036285006065081	0.4912244392319402	JUN
Retinol metabolism	1/68	0.6224920269318187	0.9033648931001197	0	0	1.036285006065081	0.4912244392319402	RETSAT
Amphetamine addiction	1/69	0.6278709098869041	0.9033648931001197	0	0	1.020993556433174	0.475191526693505	JUN
Renal cell carcinoma	1/69	0.6278709098869041	0.9033648931001197	0	0	1.020993556433174	0.475191526693505	JUN
Spliceosome	2/150	0.6311532116717049	0.9033648931001197	0	0	0.9377036611079165	0.4315374495000591	MAGOH;DHX16
RIG-I-like receptor signaling pathway	1/70	0.6331734180173222	0.9033648931001197	0	0	1.0061453372253801	0.4598194185403918	CYLD
Huntington disease	4/306	0.6344546232426987	0.9033648931001197	0	0	0.9183538315988647	0.4178413599899879	PSMB6;POLR2D;ATP5F1C;MTOR
Melanoma	1/72	0.6435536175338322	0.9033648931001197	0	0	0.9777036778977753	0.4309228311981214	IGF1R
Oxytocin signaling pathway	2/154	0.645402177262284	0.9033648931001197	0	0	0.9128406121687197	0.39971613140895895	PRKAB2;JUN
Inositol phosphate metabolism	1/73	0.6486334246109299	0.9033648931001197	0	0	0.964075382803298	0.41733623333377595	PI4K2A
Non-alcoholic fatty liver disease	2/155	0.648895909128255	0.9033648931001197	0	0	0.9068279794187178	0.3921876502846963	PRKAB2;JUN
PPAR signaling pathway	1/74	0.6536410890704553	0.9040620257922531	0	0	0.9508204656566146	0.4042858874860499	SLC27A4
Chemical carcinogenesis	3/239	0.6626021894241851	0.9058563118658223	0	0	0.8812352976657217	0.36269925106198464	JUN;EPHX1;MTOR
Metabolism of xenobiotics by cytochrome P450	1/76	0.6634440593946868	0.9058563118658223	0	0	0.9253710247349823	0.3796896700736127	EPHX1
Pathways of neurodegeneration	6/475	0.6701218703079219	0.9072324165580263	0	0	0.8857204215305794	0.35455006476488066	PSMB6;ATXN2L;ATP5F1C;ZFYVE1;RAB5A;MTOR
Synaptic vesicle cycle	1/78	0.6729705249585359	0.9072324165580263	0	0	0.9012436326923959	0.35694091750024987	ATP6V1A
RNA degradation	1/79	0.6776325058554639	0.9077718474667534	0	0	0.889643924979614	0.34620507997750233	PABPC4L
Hepatocellular carcinoma	2/168	0.6918596327108519	0.9210381360463217	0	0	0.835255917286166	0.30768504882448205	MTOR;IGF1R
Influenza A	2/172	0.7041801812299766	0.9316172583974224	0	0	0.81543596161869	0.28599052920590706	DNAJC3;PABPN1
Bile secretion	1/90	0.7247430640685885	0.9325179779248661	0	0	0.7792512010163973	0.25087063652787395	EPHX1
NOD-like receptor signaling pathway	2/181	0.7304082964601729	0.9325179779248661	0	0	0.7740797971393478	0.24317839981366512	JUN;TAB3
Small cell lung cancer	1/92	0.7325398455610659	0.9325179779248661	0	0	0.762047140139013	0.23717767947081003	ITGB1
Th1 and Th2 cell differentiation	1/92	0.7325398455610659	0.9325179779248661	0	0	0.762047140139013	0.23717767947081003	JUN
Axon guidance	2/182	0.7331977164632169	0.9325179779248661	0	0	0.7697399527186761	0.23888100263472542	ITGB1;RAC3
GnRH signaling pathway	1/93	0.7363553100983881	0.9325179779248661	0	0	0.7537256106928868	0.23067208412251836	JUN
Dilated cardiomyopathy	1/96	0.747479319996682	0.9325179779248661	0	0	0.7298121629161243	0.21241083722133974	ITGB1
Phosphatidylinositol signaling system	1/97	0.7510823872786079	0.9325179779248661	0	0	0.7221731448763251	0.2067147902938687	PI4K2A
Aldosterone synthesis and secretion	1/98	0.7546342226539279	0.9325179779248661	0	0	0.7146916323631197	0.20120150379950116	ATP2B1
Transcriptional misregulation in cancer	2/192	0.7597663135874196	0.9325179779248661	0	0	0.7288540500186637	0.20024855051577975	ATM;IGF1R
AGE-RAGE signaling pathway in diabetic complications	1/100	0.7615870908484772	0.9325179779248661	0	0	0.7001820323375094	0.1906950986258781	JUN
Progesterone-mediated oocyte maturation	1/100	0.7615870908484772	0.9325179779248661	0	0	0.7001820323375094	0.1906950986258781	IGF1R
Kaposi sarcoma-associated herpesvirus infection	2/193	0.7622935922209868	0.9325179779248661	0	0	0.7250009282982437	0.19678229371964137	JUN;MTOR
Chagas disease	1/102	0.7683436098889855	0.9325179779248661	0	0	0.6862470699366756	0.18083861814121877	JUN
T cell receptor signaling pathway	1/104	0.7749093055995367	0.9325179779248661	0	0	0.6728532711242238	0.17158382923077864	JUN
Toll-like receptor signaling pathway	1/104	0.7749093055995367	0.9325179779248661	0	0	0.6728532711242238	0.17158382923077864	JUN
Diabetic cardiomyopathy	2/203	0.7863244838919801	0.9356822070893394	0	0	0.6885783846723827	0.1655244261755665	ATP5F1C;MTOR
Viral carcinogenesis	2/203	0.7863244838919801	0.9356822070893394	0	0	0.6885783846723827	0.1655244261755665	VAC14;JUN
Toxoplasmosis	1/112	0.7993690387807686	0.943614369896402	0	0	0.6241046700410658	0.13975735898347705	ITGB1
Leukocyte transendothelial migration	1/114	0.8050582306786709	0.943614369896402	0	0	0.6129960286437975	0.13292246829134702	ITGB1
Lipid and atherosclerosis	2/215	0.8123270903674656	0.943614369896402	0	0	0.6493856757566676	0.1349762408878144	JUN;VLDLR
Growth hormone synthesis, secretion and action	1/119	0.8185876886871994	0.943614369896402	0	0	0.5868718931544589	0.11747693714111612	MTOR
Neurotrophin signaling pathway	1/119	0.8185876886871994	0.943614369896402	0	0	0.5868718931544589	0.11747693714111612	JUN
Platelet activation	1/124	0.831181233873043	0.943614369896402	0	0	0.5628716711195381	0.1040791465850738	ITGB1
Human cytomegalovirus infection	2/225	0.8318050581701043	0.943614369896402	0	0	0.6199472060554019	0.11416772344970345	RAC3;MTOR
Oocyte meiosis	1/129	0.8429033958601334	0.943614369896402	0	0	0.5407464664310954	0.0924151518258867	IGF1R
Purine metabolism	1/129	0.8429033958601334	0.943614369896402	0	0	0.5407464664310954	0.0924151518258867	PFAS
Relaxin signaling pathway	1/129	0.8429033958601334	0.943614369896402	0	0	0.5407464664310954	0.0924151518258867	JUN
Coronavirus disease	2/232	0.8443381451410392	0.943614369896402	0	0	0.6008633980881899	0.10166742010512987	JUN;RPL11
Natural killer cell mediated cytotoxicity	1/131	0.8473618766318478	0.943614369896402	0	0	0.532372927425931	0.08817556000289872	RAC3
Estrogen signaling pathway	1/137	0.8599948199720718	0.943614369896402	0	0	0.5087299937642902	0.07673119199082884	JUN
Measles	1/139	0.8639698196703645	0.943614369896402	0	0	0.5013058841603933	0.07329966390375176	JUN
Parkinson disease	2/249	0.8713263772802868	0.943614369896402	0	0	0.5590203003416889	0.07699870525184431	PSMB6;ATP5F1C
Signaling pathways regulating pluripotency of stem cells	1/143	0.8715855712671301	0.943614369896402	0	0	0.48708505449659084	0.06694556917726179	IGF1R
Pathways in cancer	5/531	0.8760137613329373	0.943614369896402	0	0	0.6538152282050234	0.08654779630546304	ITGB1;JUN;RAC3;MTOR;IGF1R
PI3K-Akt signaling pathway	3/354	0.8815865077772409	0.943614369896402	0	0	0.5890135961310339	0.07423464692275974	ITGB1;MTOR;IGF1R
Gastric cancer	1/149	0.8822198300429411	0.943614369896402	0	0	0.46719511030465094	0.05854609441548423	MTOR
Adrenergic signaling in cardiomyocytes	1/150	0.8839048357622394	0.943614369896402	0	0	0.46403585742405196	0.057264750549061036	ATP2B1
Necroptosis	1/159	0.898028806983285	0.943614369896402	0	0	0.437402155924319	0.04704397187816036	CYLD
Prion disease	2/273	0.9021609120221207	0.943614369896402	0	0	0.5088848760828034	0.05239599805208835	PSMB6;ATP5F1C
Hepatitis B	1/162	0.9023453474196999	0.943614369896402	0	0	0.4291859622939666	0.04410227551623455	JUN
JAK-STAT signaling pathway	1/162	0.9023453474196999	0.943614369896402	0	0	0.4291859622939666	0.04410227551623455	MTOR
